<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBER,D,20170214,000000,164.9900000,165.1400000,162.0100000,162.7000000,54452230
SBER,D,20170215,000000,162.2500000,165.5700000,160.0000000,163.5000000,68790290
SBER,D,20170216,000000,164.0300000,166.5000000,162.2100000,166.4900000,44308970
SBER,D,20170217,000000,166.4000000,167.1200000,164.4200000,165.4900000,32553630
SBER,D,20170220,000000,166.3700000,166.6900000,163.9300000,165.4400000,26953640
SBER,D,20170221,000000,165.1800000,168.3800000,164.8000000,167.0000000,39626950
SBER,D,20170222,000000,167.4400000,168.3000000,164.3500000,165.9000000,40633810
SBER,D,20170224,000000,166.5300000,168.0200000,165.0300000,165.5100000,29587170
SBER,D,20170227,000000,166.0000000,166.3400000,160.6200000,160.9500000,41929270
SBER,D,20170228,000000,161.0500000,161.1900000,155.7000000,156.0000000,67891140
SBER,D,20170301,000000,155.9900000,160.9200000,155.9900000,160.0000000,62236720
SBER,D,20170302,000000,161.2000000,164.3000000,160.3300000,163.4000000,65010400
SBER,D,20170303,000000,162.9300000,164.8900000,161.6100000,164.4000000,38192960
SBER,D,20170306,000000,164.5100000,165.9900000,162.0000000,162.0000000,36786400
SBER,D,20170307,000000,162.3300000,162.3800000,158.9000000,160.9800000,44827830
SBER,D,20170309,000000,159.3000000,160.8400000,155.2300000,156.2000000,63624090
SBER,D,20170310,000000,157.3600000,159.4000000,155.5500000,157.5000000,51231270
SBER,D,20170313,000000,157.4700000,159.8700000,155.8600000,158.9200000,34056930
SBER,D,20170314,000000,159.3000000,160.7500000,157.0200000,157.4200000,59180030
SBER,D,20170315,000000,158.0600000,159.6700000,156.0600000,156.2000000,48779150
SBER,D,20170316,000000,157.8300000,159.8500000,157.8200000,158.3500000,68209960
SBER,D,20170317,000000,158.5000000,162.8500000,158.1700000,161.1500000,65442610
SBER,D,20170320,000000,161.5300000,164.0500000,160.6100000,163.8000000,41462870
SBER,D,20170321,000000,164.5000000,165.4900000,162.2500000,162.9800000,39731890
SBER,D,20170322,000000,162.0100000,162.9200000,159.7500000,162.9200000,40657710
SBER,D,20170323,000000,163.3900000,164.8400000,162.1000000,164.1500000,38642980
SBER,D,20170324,000000,163.9900000,165.9000000,163.0700000,164.5200000,32993360
SBER,D,20170327,000000,163.0300000,163.3700000,161.1000000,162.6900000,35229330
SBER,D,20170328,000000,163.4800000,164.1000000,162.0500000,163.6600000,30439500
SBER,D,20170329,000000,164.0100000,164.9000000,162.3700000,163.2200000,26134840
SBER,D,20170330,000000,163.3800000,164.1000000,161.9000000,163.5000000,24384990
SBER,D,20170331,000000,163.4500000,163.7000000,159.5100000,159.8000000,31601040
SBER,D,20170403,000000,160.5000000,162.9400000,159.8400000,161.8000000,32636130
SBER,D,20170404,000000,161.4000000,163.9500000,160.7000000,163.5000000,23318810
SBER,D,20170405,000000,164.3200000,168.4500000,163.8200000,168.1000000,57692310
SBER,D,20170406,000000,167.5300000,168.1900000,166.4100000,167.4900000,24375820
SBER,D,20170407,000000,166.1300000,166.8400000,160.7100000,161.4900000,59650240
SBER,D,20170410,000000,161.1400000,161.3900000,154.5100000,155.2000000,73679940
SBER,D,20170411,000000,155.1800000,158.5900000,154.6100000,156.0000000,53273370
SBER,D,20170412,000000,156.9400000,157.4400000,150.2800000,150.2800000,53244540
SBER,D,20170413,000000,151.5700000,153.3500000,149.7000000,152.0000000,69930590
SBER,D,20170414,000000,150.6000000,152.2500000,148.6000000,149.2400000,24840630
SBER,D,20170417,000000,149.4000000,154.2000000,147.6200000,153.9900000,48346600
SBER,D,20170418,000000,154.4400000,155.5900000,152.1500000,153.4000000,60835810
SBER,D,20170419,000000,153.1900000,155.3800000,152.3600000,153.6000000,38948690
SBER,D,20170420,000000,152.9900000,158.4000000,152.2600000,158.2100000,64051190
SBER,D,20170421,000000,158.7500000,160.3000000,157.8000000,159.5900000,57083470
SBER,D,20170424,000000,161.1300000,163.4300000,161.0000000,162.5000000,47923700
SBER,D,20170425,000000,163.0800000,163.5300000,161.3100000,162.5500000,40459900
SBER,D,20170426,000000,163.1000000,165.8000000,161.7000000,165.0500000,49230820
SBER,D,20170427,000000,164.9800000,165.7900000,163.2700000,164.6900000,43668030
SBER,D,20170428,000000,165.5000000,166.0000000,163.9100000,165.2000000,40779440
SBER,D,20170502,000000,166.0000000,168.3400000,165.0100000,166.6400000,42399190
SBER,D,20170503,000000,166.3000000,166.5000000,163.6300000,164.7100000,33445270
SBER,D,20170504,000000,164.6000000,167.4000000,163.7800000,165.5000000,37605500
SBER,D,20170505,000000,164.2200000,166.6000000,164.0000000,165.8000000,35456420
SBER,D,20170510,000000,167.0100000,170.8000000,166.4100000,170.8000000,46231060
SBER,D,20170511,000000,171.0100000,172.3900000,168.8400000,169.9700000,56518590
SBER,D,20170512,000000,169.7400000,170.4300000,166.8500000,167.7000000,37348590
SBER,D,20170515,000000,168.5100000,171.6800000,167.8900000,171.3500000,47039700
SBER,D,20170516,000000,170.9100000,172.0000000,169.9800000,170.6600000,37176510
SBER,D,20170517,000000,169.8000000,170.6300000,168.1700000,169.2400000,35159440
SBER,D,20170518,000000,168.4500000,169.1700000,164.7000000,166.5000000,57391080
SBER,D,20170519,000000,167.4000000,170.0800000,165.7100000,168.8700000,36513820
SBER,D,20170522,000000,170.4800000,170.4800000,167.1400000,168.0300000,29547080
SBER,D,20170523,000000,167.8500000,168.3000000,165.4000000,166.3100000,39494780
SBER,D,20170524,000000,166.5500000,168.4800000,162.5100000,165.7000000,46841490
SBER,D,20170525,000000,166.5000000,166.9500000,163.5300000,164.0500000,34259260
SBER,D,20170526,000000,163.8000000,163.8000000,160.6200000,160.7000000,46053720
SBER,D,20170529,000000,160.9900000,164.2200000,160.6900000,163.9000000,28717750
SBER,D,20170530,000000,163.1500000,163.4500000,161.1700000,161.6400000,22662700
SBER,D,20170531,000000,161.5200000,161.6000000,155.0300000,155.9300000,74332900
SBER,D,20170601,000000,156.4000000,156.7600000,152.7200000,153.0000000,50552110
SBER,D,20170602,000000,153.0100000,157.1400000,151.6200000,157.1400000,65317930
SBER,D,20170605,000000,157.1100000,158.8900000,154.4300000,154.7000000,48549350
SBER,D,20170606,000000,154.4900000,156.0000000,152.1100000,152.8000000,34638420
SBER,D,20170607,000000,153.3000000,155.1100000,151.7500000,152.8200000,43633800
SBER,D,20170608,000000,153.1100000,153.4300000,148.2500000,151.9300000,67939500
SBER,D,20170609,000000,151.4200000,153.7500000,150.1200000,150.1300000,45286770
SBER,D,20170613,000000,145.4000000,147.3000000,145.0000000,146.0000000,52895870
SBER,D,20170614,000000,145.6500000,145.6500000,142.8100000,143.0000000,58195180
SBER,D,20170615,000000,141.9400000,142.2100000,136.2000000,139.0000000,183227550
SBER,D,20170616,000000,139.6100000,142.8000000,139.0200000,141.6300000,79633620
SBER,D,20170619,000000,142.5000000,145.1500000,141.8000000,145.0000000,55148910
SBER,D,20170620,000000,145.2000000,147.1000000,143.5000000,144.9000000,58964860
SBER,D,20170621,000000,144.2000000,144.9900000,142.7700000,143.4900000,48022620
SBER,D,20170622,000000,142.5000000,145.6900000,141.7800000,144.2500000,54308270
SBER,D,20170623,000000,144.3700000,146.0000000,143.6200000,144.1000000,42311360
SBER,D,20170626,000000,144.8500000,146.4900000,143.8100000,144.4900000,46164540
SBER,D,20170627,000000,144.3600000,147.2000000,143.4000000,147.1000000,51038540
SBER,D,20170628,000000,146.2000000,146.4500000,144.7100000,145.5000000,45931650
SBER,D,20170629,000000,146.5000000,146.8300000,143.2000000,143.8000000,48648990
SBER,D,20170630,000000,143.2100000,146.7300000,142.8800000,145.5900000,67176090
SBER,D,20170703,000000,146.6900000,148.3000000,146.2200000,147.5000000,38271440
SBER,D,20170704,000000,147.4900000,149.8000000,147.1100000,149.3900000,39918560
SBER,D,20170705,000000,149.3900000,149.7900000,147.8900000,148.9600000,48166110
SBER,D,20170706,000000,149.2000000,151.0300000,148.9000000,150.3500000,51528480
SBER,D,20170707,000000,149.6900000,152.5000000,149.0600000,152.1600000,57091440
SBER,D,20170710,000000,152.3700000,155.3400000,152.3600000,155.0000000,63594070
SBER,D,20170711,000000,155.5700000,157.0000000,154.9500000,156.9100000,57174460
SBER,D,20170712,000000,157.5500000,160.9900000,157.5000000,160.8500000,70351270
SBER,D,20170713,000000,161.5000000,162.6200000,158.3400000,159.9400000,71787880
SBER,D,20170714,000000,159.7600000,162.2600000,159.4300000,161.4000000,43595840
SBER,D,20170717,000000,161.8000000,163.1000000,159.8200000,161.9800000,40199450
SBER,D,20170718,000000,162.0000000,162.9900000,160.8800000,161.7000000,36407150
SBER,D,20170719,000000,161.3900000,164.3400000,160.5300000,164.3400000,56444180
SBER,D,20170720,000000,164.0900000,164.9100000,163.4700000,163.9300000,41779280
SBER,D,20170721,000000,163.9600000,163.9900000,161.7200000,162.1000000,34999750
SBER,D,20170724,000000,161.2900000,162.3300000,158.6000000,161.3300000,57416210
SBER,D,20170725,000000,161.6900000,162.3000000,159.9200000,160.2200000,43196660
SBER,D,20170726,000000,160.7000000,162.3100000,160.1200000,161.5500000,42539870
SBER,D,20170727,000000,162.4400000,166.0000000,162.4000000,166.0000000,55205790
SBER,D,20170728,000000,165.3700000,165.7500000,163.1500000,165.4000000,50062090
SBER,D,20170731,000000,165.5200000,167.3500000,163.8800000,164.5300000,55705590
SBER,D,20170801,000000,165.5300000,168.0000000,165.3000000,166.3100000,55300510
SBER,D,20170802,000000,166.6000000,169.9400000,166.5400000,169.9000000,55319940
SBER,D,20170803,000000,170.0000000,170.9800000,169.1700000,170.0000000,56272350
SBER,D,20170804,000000,169.4800000,170.0000000,168.6000000,169.7300000,27177250
SBER,D,20170807,000000,170.4700000,172.9500000,170.3800000,172.7900000,35525700
SBER,D,20170808,000000,173.0300000,175.8800000,172.6600000,175.7500000,50494550
SBER,D,20170809,000000,174.8000000,175.2000000,172.8000000,173.4000000,48886900
SBER,D,20170810,000000,173.7400000,174.1600000,172.0100000,172.2000000,29995890
SBER,D,20170811,000000,171.3000000,172.4900000,168.6400000,172.0500000,60432960
SBER,D,20170814,000000,172.7700000,173.7700000,171.3700000,172.5100000,30776790
SBER,D,20170815,000000,172.3100000,172.7200000,170.4600000,172.3300000,30337020
SBER,D,20170816,000000,172.9500000,175.3000000,172.8300000,173.0500000,41805640
SBER,D,20170817,000000,172.5200000,173.9900000,172.2700000,172.7200000,26002740
SBER,D,20170818,000000,171.7000000,171.7100000,168.1300000,169.5000000,52297420
SBER,D,20170821,000000,169.7800000,170.6900000,168.5000000,169.9000000,36674400
SBER,D,20170822,000000,171.2000000,171.7000000,169.7000000,171.0000000,37730870
SBER,D,20170823,000000,171.0100000,175.3000000,170.9800000,175.3000000,55440260
SBER,D,20170824,000000,175.5000000,179.9400000,175.3000000,179.8000000,78552700
SBER,D,20170825,000000,180.8800000,182.2500000,179.6000000,180.5100000,68616730
SBER,D,20170828,000000,180.7500000,181.8500000,179.2000000,181.8500000,27909330
SBER,D,20170829,000000,181.9000000,182.0000000,179.5100000,181.8900000,45733310
SBER,D,20170830,000000,182.5000000,184.4800000,180.8500000,183.5000000,48340610
SBER,D,20170831,000000,182.9500000,186.3300000,181.7100000,183.5100000,64189980
SBER,D,20170901,000000,183.8500000,185.3300000,182.0200000,183.6600000,34333540
SBER,D,20170904,000000,181.8200000,185.2700000,180.9300000,184.1000000,25567970
SBER,D,20170905,000000,184.3900000,185.5900000,183.3300000,184.1400000,34325970
SBER,D,20170906,000000,183.2500000,183.7300000,181.4700000,183.1200000,33457830
SBER,D,20170907,000000,183.4700000,185.2500000,183.3200000,184.0000000,45624850
SBER,D,20170908,000000,184.1000000,187.4300000,183.7700000,185.8900000,60670380
SBER,D,20170911,000000,186.7000000,191.3000000,186.5100000,190.5000000,61525610
